# Source1     : pressureDifferencePatch.region1
# Source2     : pressureDifferencePatch.region2
# Operation   : subtract
# Time        	p
21.65         	7.203114e-05
21.66         	7.203114e-05
21.67         	7.203114e-05
21.68         	7.203114e-05
21.69         	7.203114e-05
21.7          	7.203114e-05
21.71         	7.203114e-05
21.72         	7.203114e-05
21.73         	7.203114e-05
21.74         	7.203114e-05
21.75         	7.203114e-05
21.76         	7.203114e-05
21.77         	7.203114e-05
21.78         	7.203114e-05
21.79         	7.203114e-05
21.8          	7.203114e-05
21.81         	7.203114e-05
21.82         	7.203114e-05
21.83         	7.203114e-05
21.84         	7.203114e-05
21.85         	7.203114e-05
21.86         	7.203114e-05
21.87         	7.203114e-05
21.88         	7.203114e-05
21.89         	7.203114e-05
21.9          	7.203114e-05
21.91         	7.203114e-05
21.92         	7.203114e-05
21.93         	7.203114e-05
21.94         	7.203114e-05
21.95         	7.203114e-05
21.96         	7.203114e-05
21.97         	7.203114e-05
21.98         	7.203114e-05
21.99         	7.203114e-05
22            	7.203114e-05
22.01         	7.203114e-05
22.02         	7.203114e-05
22.03         	7.203114e-05
22.04         	7.203114e-05
22.05         	7.203114e-05
22.06         	7.203114e-05
22.07         	7.203114e-05
22.08         	7.203114e-05
22.09         	7.203114e-05
22.1          	7.203114e-05
22.11         	7.203114e-05
22.12         	7.203114e-05
22.13         	7.203114e-05
22.14         	7.203114e-05
22.15         	7.203114e-05
22.16         	7.203114e-05
22.17         	7.203114e-05
22.18         	7.203114e-05
22.19         	7.203114e-05
22.2          	7.203114e-05
22.21         	7.203114e-05
22.22         	7.203114e-05
22.23         	7.203114e-05
22.24         	7.203114e-05
22.25         	7.203114e-05
22.26         	7.203114e-05
22.27         	7.203114e-05
22.28         	7.203114e-05
22.29         	7.203114e-05
22.3          	7.203114e-05
22.31         	7.203114e-05
22.32         	7.203114e-05
22.33         	7.203114e-05
22.34         	7.203114e-05
22.35         	7.203114e-05
22.36         	7.203114e-05
22.37         	7.203114e-05
22.38         	7.203114e-05
22.39         	7.203114e-05
22.4          	7.203114e-05
22.41         	7.203113e-05
22.42         	7.203113e-05
22.43         	7.203113e-05
22.44         	7.203113e-05
22.45         	7.203113e-05
22.46         	7.203113e-05
22.47         	7.203113e-05
22.48         	7.203113e-05
22.49         	7.203113e-05
22.5          	7.203113e-05
22.51         	7.203113e-05
22.52         	7.203113e-05
22.53         	7.203113e-05
22.54         	7.203113e-05
22.55         	7.203113e-05
22.56         	7.203113e-05
22.57         	7.203113e-05
22.58         	7.203113e-05
22.59         	7.203113e-05
22.6          	7.203113e-05
22.61         	7.203113e-05
22.62         	7.203113e-05
22.63         	7.203113e-05
22.64         	7.203113e-05
22.65         	7.203113e-05
22.66         	7.203113e-05
22.67         	7.203113e-05
22.68         	7.203113e-05
22.69         	7.203113e-05
22.7          	7.203113e-05
22.71         	7.203113e-05
22.72         	7.203113e-05
22.73         	7.203113e-05
22.74         	7.203113e-05
22.75         	7.203113e-05
22.76         	7.203113e-05
22.77         	7.203113e-05
22.78         	7.203113e-05
22.79         	7.203113e-05
22.8          	7.203113e-05
22.81         	7.203113e-05
22.82         	7.203113e-05
22.83         	7.203113e-05
22.84         	7.203113e-05
22.85         	7.203113e-05
22.86         	7.203113e-05
22.87         	7.203113e-05
22.88         	7.203113e-05
22.89         	7.203113e-05
22.9          	7.203113e-05
22.91         	7.203113e-05
22.92         	7.203113e-05
22.93         	7.203113e-05
22.94         	7.203113e-05
22.95         	7.203113e-05
22.96         	7.203113e-05
22.97         	7.203113e-05
22.98         	7.203113e-05
22.99         	7.203113e-05
23            	7.203113e-05
23.01         	7.203113e-05
23.02         	7.203113e-05
23.03         	7.203113e-05
23.04         	7.203113e-05
23.05         	7.203113e-05
23.06         	7.203113e-05
23.07         	7.203113e-05
23.08         	7.203113e-05
23.09         	7.203113e-05
23.1          	7.203113e-05
23.11         	7.203113e-05
23.12         	7.203113e-05
23.13         	7.203113e-05
23.14         	7.203113e-05
23.15         	7.203113e-05
23.16         	7.203113e-05
23.17         	7.203113e-05
23.18         	7.203113e-05
23.19         	7.203113e-05
23.2          	7.203113e-05
23.21         	7.203113e-05
23.22         	7.203113e-05
23.23         	7.203113e-05
23.24         	7.203113e-05
23.25         	7.203113e-05
23.26         	7.203113e-05
23.27         	7.203113e-05
23.28         	7.203113e-05
23.29         	7.203113e-05
23.3          	7.203113e-05
23.31         	7.203113e-05
23.32         	7.203113e-05
23.33         	7.203113e-05
23.34         	7.203113e-05
23.35         	7.203113e-05
23.36         	7.203113e-05
23.37         	7.203113e-05
23.38         	7.203113e-05
23.39         	7.203113e-05
23.4          	7.203113e-05
23.41         	7.203113e-05
23.42         	7.203113e-05
23.43         	7.203113e-05
23.44         	7.203113e-05
23.45         	7.203113e-05
23.46         	7.203113e-05
23.47         	7.203113e-05
23.48         	7.203113e-05
23.49         	7.203112e-05
23.5          	7.203112e-05
23.51         	7.203112e-05
23.52         	7.203112e-05
23.53         	7.203112e-05
23.54         	7.203112e-05
23.55         	7.203112e-05
23.56         	7.203112e-05
23.57         	7.203112e-05
23.58         	7.203112e-05
23.59         	7.203112e-05
23.6          	7.203112e-05
23.61         	7.203112e-05
23.62         	7.203112e-05
23.63         	7.203112e-05
23.64         	7.203112e-05
23.65         	7.203112e-05
23.66         	7.203112e-05
23.67         	7.203112e-05
23.68         	7.203112e-05
23.69         	7.203112e-05
23.7          	7.203112e-05
23.71         	7.203112e-05
23.72         	7.203112e-05
23.73         	7.203112e-05
23.74         	7.203112e-05
23.75         	7.203112e-05
23.76         	7.203112e-05
23.77         	7.203112e-05
23.78         	7.203112e-05
23.79         	7.203112e-05
23.8          	7.203112e-05
23.81         	7.203112e-05
23.82         	7.203112e-05
23.83         	7.203112e-05
23.84         	7.203112e-05
23.85         	7.203112e-05
23.86         	7.203112e-05
23.87         	7.203112e-05
23.88         	7.203112e-05
23.89         	7.203112e-05
23.9          	7.203112e-05
23.91         	7.203112e-05
23.92         	7.203112e-05
23.93         	7.203112e-05
23.94         	7.203112e-05
23.95         	7.203112e-05
23.96         	7.203112e-05
23.97         	7.203112e-05
23.98         	7.203112e-05
23.99         	7.203112e-05
24            	7.203112e-05
24.01         	7.203112e-05
24.02         	7.203112e-05
24.03         	7.203112e-05
24.04         	7.203112e-05
24.05         	7.203112e-05
24.06         	7.203112e-05
24.07         	7.203112e-05
24.08         	7.203112e-05
24.09         	7.203112e-05
24.1          	7.203112e-05
24.11         	7.203112e-05
24.12         	7.203112e-05
24.13         	7.203112e-05
24.14         	7.203112e-05
24.15         	7.203112e-05
24.16         	7.203112e-05
24.17         	7.203112e-05
24.18         	7.203112e-05
24.19         	7.203112e-05
24.2          	7.203112e-05
24.21         	7.203112e-05
24.22         	7.203112e-05
24.23         	7.203112e-05
24.24         	7.203112e-05
24.25         	7.203111e-05
24.26         	7.203111e-05
24.27         	7.203111e-05
24.28         	7.203111e-05
24.29         	7.203111e-05
24.3          	7.203111e-05
24.31         	7.203111e-05
24.32         	7.203111e-05
24.33         	7.203111e-05
24.34         	7.203111e-05
24.35         	7.203111e-05
24.36         	7.203111e-05
24.37         	7.203111e-05
24.38         	7.203111e-05
24.39         	7.203111e-05
24.4          	7.203111e-05
24.41         	7.203111e-05
24.42         	7.203111e-05
24.43         	7.203111e-05
24.44         	7.203111e-05
24.45         	7.203111e-05
24.46         	7.203111e-05
24.47         	7.203111e-05
24.48         	7.203111e-05
24.49         	7.203111e-05
24.5          	7.203111e-05
24.51         	7.203111e-05
24.52         	7.203111e-05
24.53         	7.203111e-05
24.54         	7.203111e-05
24.55         	7.203111e-05
24.56         	7.203111e-05
24.57         	7.203111e-05
24.58         	7.203111e-05
24.59         	7.203111e-05
24.6          	7.203111e-05
24.61         	7.203111e-05
24.62         	7.203111e-05
24.63         	7.203111e-05
24.64         	7.203111e-05
24.65         	7.203111e-05
24.66         	7.203111e-05
24.67         	7.203111e-05
24.68         	7.203111e-05
24.69         	7.203111e-05
24.7          	7.203111e-05
24.71         	7.203111e-05
24.72         	7.203111e-05
24.73         	7.203111e-05
24.74         	7.203111e-05
24.75         	7.203111e-05
24.76         	7.203111e-05
24.77         	7.203111e-05
24.78         	7.203111e-05
24.79         	7.203111e-05
24.8          	7.203111e-05
24.81         	7.203111e-05
24.82         	7.203111e-05
24.83         	7.203111e-05
24.84         	7.203111e-05
24.85         	7.203111e-05
24.86         	7.203111e-05
24.87         	7.203111e-05
24.88         	7.203111e-05
24.89         	7.203111e-05
24.9          	7.203111e-05
24.91         	7.203111e-05
24.92         	7.203111e-05
24.93         	7.203111e-05
24.94         	7.203111e-05
24.95         	7.203111e-05
24.96         	7.203111e-05
24.97         	7.203111e-05
24.98         	7.203111e-05
24.99         	7.203111e-05
25            	7.203111e-05
25.01         	7.203111e-05
25.02         	7.203111e-05
25.03         	7.203111e-05
25.04         	7.203111e-05
25.05         	7.203111e-05
25.06         	7.203111e-05
25.07         	7.203111e-05
25.08         	7.203111e-05
25.09         	7.203111e-05
25.1          	7.203111e-05
25.11         	7.203111e-05
25.12         	7.203111e-05
25.13         	7.203111e-05
25.14         	7.203111e-05
25.15         	7.203111e-05
25.16         	7.203111e-05
25.17         	7.203111e-05
25.18         	7.203111e-05
25.19         	7.203111e-05
25.2          	7.203111e-05
25.21         	7.203111e-05
25.22         	7.203111e-05
25.23         	7.203111e-05
25.24         	7.203111e-05
25.25         	7.203111e-05
25.26         	7.203110e-05
25.27         	7.203110e-05
25.28         	7.203110e-05
25.29         	7.203110e-05
25.3          	7.203110e-05
25.31         	7.203110e-05
25.32         	7.203110e-05
25.33         	7.203110e-05
25.34         	7.203110e-05
25.35         	7.203110e-05
25.36         	7.203110e-05
25.37         	7.203110e-05
25.38         	7.203110e-05
25.39         	7.203110e-05
25.4          	7.203110e-05
25.41         	7.203110e-05
25.42         	7.203110e-05
25.43         	7.203110e-05
25.44         	7.203110e-05
25.45         	7.203110e-05
25.46         	7.203110e-05
25.47         	7.203110e-05
25.48         	7.203110e-05
25.49         	7.203110e-05
25.5          	7.203110e-05
25.51         	7.203110e-05
25.52         	7.203110e-05
25.53         	7.203110e-05
25.54         	7.203110e-05
25.55         	7.203110e-05
25.56         	7.203110e-05
25.57         	7.203110e-05
25.58         	7.203110e-05
25.59         	7.203110e-05
25.6          	7.203110e-05
25.61         	7.203110e-05
25.62         	7.203110e-05
25.63         	7.203110e-05
25.64         	7.203110e-05
25.65         	7.203110e-05
25.66         	7.203110e-05
25.67         	7.203110e-05
25.68         	7.203110e-05
25.69         	7.203110e-05
25.7          	7.203110e-05
25.71         	7.203110e-05
25.72         	7.203110e-05
25.73         	7.203110e-05
25.74         	7.203110e-05
25.75         	7.203110e-05
25.76         	7.203110e-05
25.77         	7.203110e-05
25.78         	7.203110e-05
25.79         	7.203110e-05
25.8          	7.203110e-05
25.81         	7.203110e-05
25.82         	7.203110e-05
25.83         	7.203110e-05
25.84         	7.203110e-05
25.85         	7.203110e-05
25.86         	7.203110e-05
25.87         	7.203110e-05
25.88         	7.203110e-05
25.89         	7.203110e-05
25.9          	7.203110e-05
25.91         	7.203110e-05
25.92         	7.203110e-05
25.93         	7.203110e-05
25.94         	7.203110e-05
25.95         	7.203110e-05
25.96         	7.203110e-05
25.97         	7.203110e-05
25.98         	7.203110e-05
25.99         	7.203110e-05
26            	7.203110e-05
26.01         	7.203110e-05
26.02         	7.203110e-05
26.03         	7.203110e-05
26.04         	7.203110e-05
26.05         	7.203110e-05
26.06         	7.203110e-05
26.07         	7.203110e-05
26.08         	7.203110e-05
26.09         	7.203110e-05
26.1          	7.203110e-05
26.11         	7.203110e-05
26.12         	7.203110e-05
26.13         	7.203110e-05
26.14         	7.203110e-05
26.15         	7.203110e-05
26.16         	7.203110e-05
26.17         	7.203110e-05
26.18         	7.203110e-05
26.19         	7.203110e-05
26.2          	7.203109e-05
26.21         	7.203109e-05
26.22         	7.203109e-05
26.23         	7.203109e-05
26.24         	7.203109e-05
26.25         	7.203109e-05
26.26         	7.203109e-05
26.27         	7.203109e-05
26.28         	7.203109e-05
26.29         	7.203109e-05
26.3          	7.203109e-05
26.31         	7.203109e-05
26.32         	7.203109e-05
26.33         	7.203109e-05
26.34         	7.203109e-05
26.35         	7.203109e-05
26.36         	7.203109e-05
26.37         	7.203109e-05
26.38         	7.203109e-05
26.39         	7.203109e-05
26.4          	7.203109e-05
26.41         	7.203109e-05
26.42         	7.203109e-05
26.43         	7.203109e-05
26.44         	7.203109e-05
26.45         	7.203109e-05
26.46         	7.203109e-05
26.47         	7.203109e-05
26.48         	7.203109e-05
26.49         	7.203109e-05
26.5          	7.203109e-05
26.51         	7.203109e-05
26.52         	7.203109e-05
26.53         	7.203109e-05
26.54         	7.203109e-05
26.55         	7.203109e-05
26.56         	7.203109e-05
26.57         	7.203109e-05
26.58         	7.203109e-05
26.59         	7.203109e-05
26.6          	7.203109e-05
26.61         	7.203109e-05
26.62         	7.203109e-05
26.63         	7.203109e-05
26.64         	7.203109e-05
26.65         	7.203109e-05
26.66         	7.203109e-05
26.67         	7.203109e-05
26.68         	7.203109e-05
26.69         	7.203109e-05
26.7          	7.203109e-05
26.71         	7.203109e-05
26.72         	7.203109e-05
26.73         	7.203109e-05
26.74         	7.203109e-05
26.75         	7.203109e-05
26.76         	7.203109e-05
26.77         	7.203109e-05
26.78         	7.203109e-05
26.79         	7.203109e-05
26.8          	7.203109e-05
26.81         	7.203109e-05
26.82         	7.203109e-05
26.83         	7.203109e-05
26.84         	7.203109e-05
26.85         	7.203109e-05
26.86         	7.203109e-05
26.87         	7.203109e-05
26.88         	7.203109e-05
26.89         	7.203109e-05
26.9          	7.203109e-05
26.91         	7.203109e-05
26.92         	7.203109e-05
26.93         	7.203109e-05
26.94         	7.203109e-05
26.95         	7.203109e-05
26.96         	7.203109e-05
26.97         	7.203109e-05
26.98         	7.203109e-05
26.99         	7.203109e-05
27            	7.203109e-05
27.01         	7.203109e-05
27.02         	7.203109e-05
27.03         	7.203109e-05
27.04         	7.203109e-05
27.05         	7.203109e-05
27.06         	7.203109e-05
27.07         	7.203109e-05
27.08         	7.203109e-05
27.09         	7.203109e-05
27.1          	7.203109e-05
27.11         	7.203109e-05
27.12         	7.203109e-05
27.13         	7.203109e-05
27.14         	7.203109e-05
27.15         	7.203109e-05
27.16         	7.203109e-05
27.17         	7.203109e-05
27.18         	7.203109e-05
27.19         	7.203109e-05
27.2          	7.203109e-05
27.21         	7.203109e-05
27.22         	7.203109e-05
27.23         	7.203109e-05
27.24         	7.203109e-05
27.25         	7.203109e-05
27.26         	7.203109e-05
27.27         	7.203109e-05
27.28         	7.203109e-05
27.29         	7.203109e-05
27.3          	7.203109e-05
27.31         	7.203109e-05
27.32         	7.203109e-05
27.33         	7.203109e-05
27.34         	7.203109e-05
27.35         	7.203109e-05
27.36         	7.203109e-05
27.37         	7.203109e-05
27.38         	7.203109e-05
27.39         	7.203109e-05
27.4          	7.203109e-05
27.41         	7.203109e-05
27.42         	7.203109e-05
27.43         	7.203109e-05
27.44         	7.203109e-05
27.45         	7.203109e-05
27.46         	7.203109e-05
27.47         	7.203109e-05
27.48         	7.203109e-05
27.49         	7.203109e-05
27.5          	7.203109e-05
27.51         	7.203109e-05
27.52         	7.203109e-05
27.53         	7.203109e-05
27.54         	7.203109e-05
27.55         	7.203109e-05
27.56         	7.203109e-05
27.57         	7.203109e-05
27.58         	7.203109e-05
27.59         	7.203109e-05
27.6          	7.203109e-05
27.61         	7.203109e-05
27.62         	7.203109e-05
27.63         	7.203109e-05
27.64         	7.203109e-05
27.65         	7.203109e-05
27.66         	7.203109e-05
27.67         	7.203109e-05
27.68         	7.203109e-05
27.69         	7.203109e-05
27.7          	7.203109e-05
27.71         	7.203109e-05
27.72         	7.203109e-05
27.73         	7.203109e-05
27.74         	7.203109e-05
27.75         	7.203109e-05
27.76         	7.203109e-05
27.77         	7.203109e-05
27.78         	7.203109e-05
27.79         	7.203109e-05
27.8          	7.203109e-05
27.81         	7.203109e-05
27.82         	7.203109e-05
27.83         	7.203109e-05
27.84         	7.203109e-05
27.85         	7.203109e-05
27.86         	7.203109e-05
27.87         	7.203109e-05
27.88         	7.203109e-05
27.89         	7.203109e-05
27.9          	7.203109e-05
27.91         	7.203109e-05
27.92         	7.203109e-05
27.93         	7.203109e-05
27.94         	7.203109e-05
27.95         	7.203109e-05
27.96         	7.203109e-05
27.97         	7.203109e-05
27.98         	7.203109e-05
27.99         	7.203109e-05
28            	7.203109e-05
28.01         	7.203109e-05
28.02         	7.203109e-05
28.03         	7.203109e-05
28.04         	7.203109e-05
28.05         	7.203109e-05
28.06         	7.203109e-05
28.07         	7.203109e-05
28.08         	7.203109e-05
28.09         	7.203109e-05
28.1          	7.203109e-05
28.11         	7.203109e-05
28.12         	7.203108e-05
28.13         	7.203108e-05
28.14         	7.203108e-05
28.15         	7.203108e-05
28.16         	7.203108e-05
28.17         	7.203108e-05
28.18         	7.203108e-05
28.19         	7.203108e-05
28.2          	7.203108e-05
28.21         	7.203108e-05
28.22         	7.203108e-05
28.23         	7.203108e-05
28.24         	7.203108e-05
28.25         	7.203108e-05
28.26         	7.203108e-05
28.27         	7.203108e-05
28.28         	7.203108e-05
28.29         	7.203108e-05
28.3          	7.203108e-05
28.31         	7.203108e-05
28.32         	7.203108e-05
28.33         	7.203108e-05
28.34         	7.203108e-05
28.35         	7.203108e-05
28.36         	7.203108e-05
28.37         	7.203108e-05
28.38         	7.203108e-05
28.39         	7.203108e-05
28.4          	7.203108e-05
28.41         	7.203108e-05
28.42         	7.203108e-05
28.43         	7.203108e-05
28.44         	7.203108e-05
28.45         	7.203108e-05
28.46         	7.203108e-05
28.47         	7.203108e-05
28.48         	7.203108e-05
28.49         	7.203108e-05
28.5          	7.203108e-05
28.51         	7.203108e-05
28.52         	7.203108e-05
28.53         	7.203108e-05
28.54         	7.203108e-05
28.55         	7.203108e-05
28.56         	7.203108e-05
28.57         	7.203108e-05
28.58         	7.203108e-05
28.59         	7.203108e-05
28.6          	7.203108e-05
28.61         	7.203108e-05
28.62         	7.203108e-05
28.63         	7.203108e-05
28.64         	7.203108e-05
28.65         	7.203108e-05
28.66         	7.203108e-05
28.67         	7.203108e-05
28.68         	7.203108e-05
28.69         	7.203108e-05
28.7          	7.203108e-05
28.71         	7.203108e-05
28.72         	7.203108e-05
28.73         	7.203108e-05
28.74         	7.203108e-05
28.75         	7.203108e-05
28.76         	7.203108e-05
28.77         	7.203108e-05
28.78         	7.203108e-05
28.79         	7.203108e-05
28.8          	7.203108e-05
28.81         	7.203108e-05
28.82         	7.203108e-05
28.83         	7.203108e-05
28.84         	7.203108e-05
28.85         	7.203108e-05
28.86         	7.203108e-05
28.87         	7.203108e-05
28.88         	7.203108e-05
28.89         	7.203108e-05
28.9          	7.203108e-05
28.91         	7.203108e-05
28.92         	7.203108e-05
28.93         	7.203108e-05
28.94         	7.203108e-05
28.95         	7.203108e-05
28.96         	7.203108e-05
28.97         	7.203108e-05
28.98         	7.203108e-05
28.99         	7.203108e-05
29            	7.203108e-05
29.01         	7.203108e-05
29.02         	7.203108e-05
29.03         	7.203108e-05
29.04         	7.203108e-05
29.05         	7.203108e-05
29.06         	7.203108e-05
29.07         	7.203108e-05
29.08         	7.203108e-05
29.09         	7.203108e-05
29.1          	7.203108e-05
29.11         	7.203108e-05
29.12         	7.203108e-05
29.13         	7.203108e-05
29.14         	7.203108e-05
29.15         	7.203108e-05
29.16         	7.203108e-05
29.17         	7.203108e-05
29.18         	7.203108e-05
29.19         	7.203108e-05
29.2          	7.203108e-05
29.21         	7.203108e-05
29.22         	7.203108e-05
29.23         	7.203108e-05
29.24         	7.203108e-05
29.25         	7.203108e-05
29.26         	7.203108e-05
29.27         	7.203108e-05
29.28         	7.203108e-05
29.29         	7.203108e-05
29.3          	7.203108e-05
29.31         	7.203108e-05
29.32         	7.203108e-05
29.33         	7.203108e-05
29.34         	7.203108e-05
29.35         	7.203108e-05
29.36         	7.203108e-05
29.37         	7.203108e-05
29.38         	7.203108e-05
29.39         	7.203108e-05
29.4          	7.203108e-05
29.41         	7.203108e-05
29.42         	7.203108e-05
29.43         	7.203108e-05
29.44         	7.203108e-05
29.45         	7.203108e-05
29.46         	7.203108e-05
29.47         	7.203108e-05
29.48         	7.203108e-05
29.49         	7.203108e-05
29.5          	7.203108e-05
29.51         	7.203108e-05
29.52         	7.203108e-05
29.53         	7.203108e-05
29.54         	7.203108e-05
29.55         	7.203108e-05
29.56         	7.203108e-05
29.57         	7.203108e-05
29.58         	7.203108e-05
29.59         	7.203108e-05
29.6          	7.203108e-05
29.61         	7.203108e-05
29.62         	7.203108e-05
29.63         	7.203108e-05
29.64         	7.203108e-05
29.65         	7.203108e-05
29.66         	7.203108e-05
29.67         	7.203108e-05
29.68         	7.203108e-05
29.69         	7.203108e-05
29.7          	7.203108e-05
29.71         	7.203108e-05
29.72         	7.203108e-05
29.73         	7.203108e-05
29.74         	7.203108e-05
29.75         	7.203108e-05
29.76         	7.203108e-05
29.77         	7.203108e-05
29.78         	7.203108e-05
29.79         	7.203108e-05
29.8          	7.203108e-05
29.81         	7.203108e-05
29.82         	7.203108e-05
29.83         	7.203108e-05
29.84         	7.203108e-05
29.85         	7.203107e-05
29.86         	7.203107e-05
29.87         	7.203107e-05
29.88         	7.203107e-05
29.89         	7.203107e-05
29.9          	7.203107e-05
29.91         	7.203107e-05
29.92         	7.203107e-05
29.93         	7.203107e-05
29.94         	7.203107e-05
29.95         	7.203107e-05
29.96         	7.203107e-05
29.97         	7.203107e-05
29.98         	7.203107e-05
29.99         	7.203107e-05
30            	7.203107e-05
