# Source1     : pressureDifferencePatch.region1
# Source2     : pressureDifferencePatch.region2
# Operation   : subtract
# Time        	p
0.01          	5.150105e-02
0.02          	2.635750e-04
0.03          	5.829416e-04
0.04          	4.769751e-04
0.05          	4.119295e-04
0.06          	3.673319e-04
0.07          	3.349774e-04
0.08          	3.103421e-04
0.09          	2.908349e-04
0.1           	2.749016e-04
0.11          	2.615649e-04
0.12          	2.501825e-04
0.13          	2.403153e-04
0.14          	2.316518e-04
0.15          	2.239640e-04
0.16          	2.170811e-04
0.17          	2.108716e-04
0.18          	2.052325e-04
0.19          	2.000818e-04
0.2           	1.953533e-04
0.21          	1.909927e-04
0.22          	1.869551e-04
0.23          	1.832028e-04
0.24          	1.797044e-04
0.25          	1.764324e-04
0.26          	1.733643e-04
0.27          	1.704795e-04
0.28          	1.677613e-04
0.29          	1.651937e-04
0.3           	1.627645e-04
0.31          	1.604613e-04
0.32          	1.582739e-04
0.33          	1.561846e-04
0.34          	1.542032e-04
0.35          	1.523129e-04
0.36          	1.505066e-04
0.37          	1.487785e-04
0.38          	1.471234e-04
0.39          	1.455371e-04
0.4           	1.440141e-04
0.41          	1.425504e-04
0.42          	1.411431e-04
0.43          	1.397884e-04
0.44          	1.384830e-04
0.45          	1.372242e-04
0.46          	1.360094e-04
0.47          	1.348363e-04
0.48          	1.337024e-04
0.49          	1.326060e-04
0.5           	1.315448e-04
0.51          	1.305172e-04
0.52          	1.295214e-04
0.53          	1.285560e-04
0.54          	1.276194e-04
0.55          	1.267104e-04
0.56          	1.258276e-04
0.57          	1.249699e-04
0.58          	1.241361e-04
0.59          	1.233254e-04
0.6           	1.225364e-04
0.61          	1.217684e-04
0.62          	1.210205e-04
0.63          	1.202921e-04
0.64          	1.195821e-04
0.65          	1.188895e-04
0.66          	1.182148e-04
0.67          	1.175562e-04
0.68          	1.169134e-04
0.69          	1.162859e-04
0.7           	1.156730e-04
0.71          	1.150737e-04
0.72          	1.144890e-04
0.73          	1.139170e-04
0.74          	1.133577e-04
0.75          	1.128107e-04
0.76          	1.122755e-04
0.77          	1.117518e-04
0.78          	1.112392e-04
0.79          	1.107371e-04
0.8           	1.102458e-04
0.81          	1.097642e-04
0.82          	1.092924e-04
0.83          	1.088302e-04
0.84          	1.083769e-04
0.85          	1.079321e-04
0.86          	1.074967e-04
0.87          	1.070694e-04
0.88          	1.066501e-04
0.89          	1.062387e-04
0.9           	1.058348e-04
0.91          	1.054385e-04
0.92          	1.050491e-04
0.93          	1.046673e-04
0.94          	1.042920e-04
0.95          	1.039233e-04
0.96          	1.035611e-04
0.97          	1.032051e-04
0.98          	1.028556e-04
0.99          	1.025117e-04
1             	1.021737e-04
1.01          	1.018415e-04
1.02          	1.015147e-04
1.03          	1.011931e-04
1.04          	1.008773e-04
1.05          	1.005654e-04
1.06          	1.002602e-04
1.07          	9.995908e-05
1.08          	9.966274e-05
1.09          	9.937112e-05
1.1           	9.908384e-05
1.11          	9.880119e-05
1.12          	9.852283e-05
1.13          	9.824870e-05
1.14          	9.797872e-05
1.15          	9.771278e-05
1.16          	9.745078e-05
1.17          	9.719270e-05
1.18          	9.693821e-05
1.19          	9.668782e-05
1.2           	9.644082e-05
1.21          	9.619740e-05
1.22          	9.595744e-05
1.23          	9.572090e-05
1.24          	9.548764e-05
1.25          	9.525779e-05
1.26          	9.503101e-05
1.27          	9.480716e-05
1.28          	9.458688e-05
1.29          	9.436925e-05
1.3           	9.415463e-05
1.31          	9.394293e-05
1.32          	9.373404e-05
1.33          	9.352794e-05
1.34          	9.332455e-05
1.35          	9.312385e-05
1.36          	9.292582e-05
1.37          	9.273025e-05
1.38          	9.253712e-05
1.39          	9.234672e-05
1.4           	9.215864e-05
1.41          	9.197295e-05
1.42          	9.178959e-05
1.43          	9.160852e-05
1.44          	9.142975e-05
1.45          	9.125306e-05
1.46          	9.107885e-05
1.47          	9.090658e-05
1.48          	9.073641e-05
1.49          	9.056833e-05
1.5           	9.040215e-05
1.51          	9.023818e-05
1.52          	9.007608e-05
1.53          	8.991592e-05
1.54          	8.975765e-05
1.55          	8.960124e-05
1.56          	8.944666e-05
1.57          	8.929390e-05
1.58          	8.914291e-05
1.59          	8.899366e-05
1.6           	8.884499e-05
1.61          	8.870031e-05
1.62          	8.855567e-05
1.63          	8.841357e-05
1.64          	8.827264e-05
1.65          	8.813338e-05
1.66          	8.799545e-05
1.67          	8.785923e-05
1.68          	8.772448e-05
1.69          	8.759121e-05
1.7           	8.745941e-05
1.71          	8.732916e-05
1.72          	8.720004e-05
1.73          	8.707259e-05
1.74          	8.694653e-05
1.75          	8.682155e-05
1.76          	8.669762e-05
1.77          	8.657643e-05
1.78          	8.645524e-05
1.79          	8.633517e-05
1.8           	8.621758e-05
1.81          	8.609963e-05
1.82          	8.598485e-05
1.83          	8.586899e-05
1.84          	8.575690e-05
1.85          	8.564403e-05
1.86          	8.553293e-05
1.87          	8.542290e-05
1.88          	8.531414e-05
1.89          	8.520636e-05
1.9           	8.509971e-05
1.91          	8.499414e-05
1.92          	8.488963e-05
1.93          	8.478616e-05
1.94          	8.468376e-05
1.95          	8.458234e-05
1.96          	8.448194e-05
1.97          	8.438276e-05
1.98          	8.428399e-05
1.99          	8.418686e-05
2             	8.409012e-05
2.01          	8.399438e-05
2.02          	8.389987e-05
2.03          	8.380536e-05
2.04          	8.371375e-05
2.05          	8.362154e-05
2.06          	8.353014e-05
2.07          	8.344023e-05
2.08          	8.335097e-05
2.09          	8.326238e-05
2.1           	8.317527e-05
2.11          	8.308705e-05
2.12          	8.300305e-05
2.13          	8.291594e-05
2.14          	8.283358e-05
2.15          	8.274824e-05
2.16          	8.266703e-05
2.17          	8.258379e-05
2.18          	8.250345e-05
2.19          	8.242243e-05
2.2           	8.234295e-05
2.21          	8.226364e-05
2.22          	8.218539e-05
2.23          	8.210794e-05
2.24          	8.203015e-05
2.25          	8.195513e-05
2.26          	8.187934e-05
2.27          	8.180425e-05
2.28          	8.173012e-05
2.29          	8.165654e-05
2.3           	8.158383e-05
2.31          	8.151138e-05
2.32          	8.143989e-05
2.33          	8.136862e-05
2.34          	8.129821e-05
2.35          	8.122978e-05
2.36          	8.116008e-05
2.37          	8.109148e-05
2.38          	8.102420e-05
2.39          	8.095620e-05
2.4           	8.088993e-05
2.41          	8.082396e-05
2.42          	8.075841e-05
2.43          	8.068812e-05
2.44          	8.062740e-05
2.45          	8.056578e-05
2.46          	8.050340e-05
2.47          	8.043931e-05
2.48          	8.037683e-05
2.49          	8.031531e-05
2.5           	8.025409e-05
2.51          	8.019361e-05
2.52          	8.013205e-05
2.53          	8.007364e-05
2.54          	8.001474e-05
2.55          	7.995549e-05
2.56          	7.989761e-05
2.57          	7.984013e-05
2.58          	7.978290e-05
2.59          	7.972623e-05
2.6           	7.966628e-05
2.61          	7.961173e-05
2.62          	7.955831e-05
2.63          	7.950211e-05
2.64          	7.944952e-05
2.65          	7.939394e-05
2.66          	7.934237e-05
2.67          	7.928839e-05
2.68          	7.923547e-05
2.69          	7.918455e-05
2.7           	7.913059e-05
2.71          	7.908187e-05
2.72          	7.902973e-05
2.73          	7.897899e-05
2.74          	7.893054e-05
2.75          	7.887786e-05
2.76          	7.883212e-05
2.77          	7.877961e-05
2.78          	7.873507e-05
2.79          	7.868275e-05
2.8           	7.864058e-05
2.81          	7.858711e-05
2.82          	7.854541e-05
2.83          	7.849370e-05
2.84          	7.845238e-05
2.85          	7.840231e-05
2.86          	7.836053e-05
2.87          	7.831216e-05
2.88          	7.827024e-05
2.89          	7.822338e-05
2.9           	7.818142e-05
2.91          	7.813590e-05
2.92          	7.809408e-05
2.93          	7.804971e-05
2.94          	7.800814e-05
2.95          	7.796481e-05
2.96          	7.792360e-05
2.97          	7.788117e-05
2.98          	7.784039e-05
2.99          	7.779880e-05
3             	7.775849e-05
3.01          	7.771768e-05
3.02          	7.767786e-05
3.03          	7.763777e-05
3.04          	7.759848e-05
3.05          	7.755908e-05
3.06          	7.752032e-05
3.07          	7.748158e-05
3.08          	7.744337e-05
3.09          	7.740525e-05
3.1           	7.736757e-05
3.11          	7.733007e-05
3.12          	7.729293e-05
3.13          	7.725601e-05
3.14          	7.721943e-05
3.15          	7.718307e-05
3.16          	7.714703e-05
3.17          	7.711122e-05
3.18          	7.707572e-05
3.19          	7.704045e-05
3.2           	7.700546e-05
3.21          	7.697073e-05
3.22          	7.693627e-05
3.23          	7.690203e-05
3.24          	7.686811e-05
3.25          	7.683437e-05
3.26          	7.680094e-05
3.27          	7.676772e-05
3.28          	7.673475e-05
3.29          	7.670206e-05
3.3           	7.666956e-05
3.31          	7.663734e-05
3.32          	7.660533e-05
3.33          	7.657358e-05
3.34          	7.654204e-05
3.35          	7.651077e-05
3.36          	7.647967e-05
3.37          	7.644886e-05
3.38          	7.641822e-05
3.39          	7.638785e-05
3.4           	7.635765e-05
3.41          	7.632773e-05
3.42          	7.629798e-05
3.43          	7.626848e-05
3.44          	7.623917e-05
3.45          	7.621009e-05
3.46          	7.618123e-05
3.47          	7.615255e-05
3.48          	7.612408e-05
3.49          	7.609583e-05
3.5           	7.606778e-05
3.51          	7.603996e-05
3.52          	7.601229e-05
3.53          	7.598484e-05
3.54          	7.595759e-05
3.55          	7.593053e-05
3.56          	7.590366e-05
3.57          	7.587702e-05
3.58          	7.585052e-05
3.59          	7.582424e-05
3.6           	7.579812e-05
3.61          	7.577222e-05
3.62          	7.574648e-05
3.63          	7.572095e-05
3.64          	7.569560e-05
3.65          	7.567039e-05
3.66          	7.564538e-05
3.67          	7.562055e-05
3.68          	7.559590e-05
3.69          	7.557141e-05
3.7           	7.554708e-05
3.71          	7.552296e-05
3.72          	7.549903e-05
3.73          	7.547522e-05
3.74          	7.545155e-05
3.75          	7.542813e-05
3.76          	7.540481e-05
3.77          	7.538169e-05
3.78          	7.535871e-05
3.79          	7.533591e-05
3.8           	7.531329e-05
3.81          	7.529182e-05
3.82          	7.526679e-05
3.83          	7.524775e-05
3.84          	7.522286e-05
3.85          	7.520322e-05
3.86          	7.517958e-05
3.87          	7.515984e-05
3.88          	7.513644e-05
3.89          	7.511709e-05
3.9           	7.509590e-05
3.91          	7.507289e-05
3.92          	7.505460e-05
3.93          	7.503184e-05
3.94          	7.501281e-05
3.95          	7.499164e-05
3.96          	7.497186e-05
3.97          	7.495131e-05
3.98          	7.493160e-05
3.99          	7.491127e-05
4             	7.489198e-05
4.01          	7.487260e-05
4.02          	7.485284e-05
4.03          	7.483378e-05
4.04          	7.481445e-05
4.05          	7.479556e-05
4.06          	7.477656e-05
4.07          	7.475671e-05
4.08          	7.473922e-05
4.09          	7.472035e-05
4.1           	7.470257e-05
4.11          	7.468332e-05
4.12          	7.466664e-05
4.13          	7.464679e-05
4.14          	7.463035e-05
4.15          	7.461129e-05
4.16          	7.459452e-05
4.17          	7.457713e-05
4.18          	7.455906e-05
4.19          	7.454298e-05
4.2           	7.452425e-05
4.21          	7.450818e-05
4.22          	7.449121e-05
4.23          	7.447394e-05
4.24          	7.445811e-05
4.25          	7.444033e-05
4.26          	7.442437e-05
4.27          	7.440843e-05
4.28          	7.439469e-05
4.29          	7.437959e-05
4.3           	7.436350e-05
4.31          	7.434752e-05
4.32          	7.433166e-05
4.33          	7.431592e-05
4.34          	7.430028e-05
4.35          	7.428475e-05
4.36          	7.426934e-05
4.37          	7.425402e-05
4.38          	7.423882e-05
4.39          	7.422371e-05
4.4           	7.420870e-05
4.41          	7.419380e-05
4.42          	7.417899e-05
4.43          	7.416429e-05
4.44          	7.414969e-05
4.45          	7.413518e-05
4.46          	7.412076e-05
4.47          	7.410645e-05
4.48          	7.409223e-05
4.49          	7.407810e-05
4.5           	7.406408e-05
4.51          	7.405013e-05
4.52          	7.403630e-05
4.53          	7.402254e-05
4.54          	7.400888e-05
4.55          	7.399537e-05
4.56          	7.398179e-05
4.57          	7.396844e-05
4.58          	7.395514e-05
4.59          	7.394193e-05
4.6           	7.392880e-05
4.61          	7.391577e-05
4.62          	7.390281e-05
4.63          	7.388995e-05
4.64          	7.387717e-05
4.65          	7.386447e-05
4.66          	7.385185e-05
4.67          	7.383934e-05
4.68          	7.382689e-05
4.69          	7.381453e-05
4.7           	7.380225e-05
4.71          	7.379005e-05
4.72          	7.377792e-05
4.73          	7.376589e-05
4.74          	7.375393e-05
4.75          	7.374205e-05
4.76          	7.373025e-05
4.77          	7.371853e-05
4.78          	7.370689e-05
4.79          	7.369532e-05
4.8           	7.368382e-05
4.81          	7.367240e-05
4.82          	7.366107e-05
4.83          	7.364980e-05
4.84          	7.363861e-05
4.85          	7.362750e-05
4.86          	7.361645e-05
4.87          	7.360548e-05
4.88          	7.359458e-05
4.89          	7.358375e-05
4.9           	7.357300e-05
4.91          	7.356231e-05
4.92          	7.355171e-05
4.93          	7.354115e-05
4.94          	7.353069e-05
4.95          	7.352026e-05
4.96          	7.350994e-05
4.97          	7.349968e-05
4.98          	7.348946e-05
4.99          	7.347933e-05
5             	7.346927e-05
5.01          	7.345926e-05
5.02          	7.344933e-05
5.03          	7.343947e-05
5.04          	7.342965e-05
5.05          	7.341992e-05
5.06          	7.341024e-05
5.07          	7.340062e-05
5.08          	7.339108e-05
5.09          	7.338160e-05
5.1           	7.337216e-05
5.11          	7.336279e-05
5.12          	7.335352e-05
5.13          	7.334426e-05
5.14          	7.333509e-05
5.15          	7.332597e-05
5.16          	7.331692e-05
5.17          	7.330791e-05
5.18          	7.329897e-05
5.19          	7.329009e-05
5.2           	7.328127e-05
5.21          	7.327250e-05
5.22          	7.326380e-05
5.23          	7.325515e-05
5.24          	7.324655e-05
5.25          	7.323802e-05
5.26          	7.322954e-05
5.27          	7.322112e-05
5.28          	7.321274e-05
5.29          	7.320443e-05
5.3           	7.319617e-05
5.31          	7.318797e-05
5.32          	7.317981e-05
5.33          	7.317172e-05
5.34          	7.316367e-05
5.35          	7.315568e-05
5.36          	7.314775e-05
5.37          	7.313986e-05
5.38          	7.313202e-05
5.39          	7.312423e-05
5.4           	7.311650e-05
5.41          	7.310882e-05
5.42          	7.310119e-05
5.43          	7.309368e-05
5.44          	7.308603e-05
5.45          	7.307852e-05
5.46          	7.307113e-05
5.47          	7.306384e-05
5.48          	7.305643e-05
5.49          	7.304916e-05
5.5           	7.304192e-05
5.51          	7.303472e-05
5.52          	7.302759e-05
5.53          	7.302047e-05
5.54          	7.301343e-05
5.55          	7.300642e-05
5.56          	7.299946e-05
5.57          	7.299255e-05
5.58          	7.298568e-05
5.59          	7.297886e-05
5.6           	7.297210e-05
5.61          	7.296534e-05
5.62          	7.295866e-05
5.63          	7.295203e-05
5.64          	7.294539e-05
5.65          	7.293885e-05
5.66          	7.293233e-05
5.67          	7.292586e-05
5.68          	7.291944e-05
5.69          	7.291305e-05
5.7           	7.290670e-05
5.71          	7.290039e-05
5.72          	7.289414e-05
5.73          	7.288819e-05
5.74          	7.288173e-05
5.75          	7.287584e-05
5.76          	7.286949e-05
5.77          	7.286365e-05
5.78          	7.285739e-05
5.79          	7.285164e-05
5.8           	7.284549e-05
5.81          	7.283973e-05
5.82          	7.283396e-05
5.83          	7.282791e-05
5.84          	7.282222e-05
5.85          	7.281652e-05
5.86          	7.281081e-05
5.87          	7.280514e-05
5.88          	7.279948e-05
5.89          	7.279386e-05
5.9           	7.278825e-05
5.91          	7.278266e-05
5.92          	7.277790e-05
5.93          	7.277112e-05
5.94          	7.276631e-05
5.95          	7.276099e-05
5.96          	7.275548e-05
5.97          	7.274990e-05
5.98          	7.274501e-05
5.99          	7.273820e-05
6             	7.273524e-05
6.01          	7.272964e-05
6.02          	7.272414e-05
6.03          	7.272001e-05
6.04          	7.271343e-05
6.05          	7.270940e-05
6.06          	7.270391e-05
6.07          	7.269976e-05
6.08          	7.269363e-05
6.09          	7.268951e-05
6.1           	7.268437e-05
6.11          	7.267896e-05
6.12          	7.267487e-05
6.13          	7.266946e-05
6.14          	7.266527e-05
6.15          	7.266081e-05
6.16          	7.265632e-05
6.17          	7.265058e-05
6.18          	7.264591e-05
6.19          	7.264155e-05
6.2           	7.263719e-05
6.21          	7.263273e-05
6.22          	7.262819e-05
6.23          	7.262358e-05
6.24          	7.261897e-05
6.25          	7.261436e-05
6.26          	7.261178e-05
6.27          	7.260605e-05
6.28          	7.260113e-05
6.29          	7.259848e-05
6.3           	7.259310e-05
6.31          	7.258809e-05
6.32          	7.258582e-05
6.33          	7.258048e-05
6.34          	7.257529e-05
6.35          	7.257356e-05
6.36          	7.256817e-05
6.37          	7.256280e-05
6.38          	7.256150e-05
6.39          	7.255609e-05
6.4           	7.255232e-05
6.41          	7.254672e-05
6.42          	7.254565e-05
6.43          	7.254025e-05
6.44          	7.253663e-05
6.45          	7.253277e-05
6.46          	7.252893e-05
6.47          	7.252513e-05
6.48          	7.252134e-05
6.49          	7.251743e-05
6.5           	7.251385e-05
6.51          	7.251011e-05
6.52          	7.250647e-05
6.53          	7.250283e-05
6.54          	7.249920e-05
6.55          	7.249557e-05
6.56          	7.249198e-05
6.57          	7.248843e-05
6.58          	7.248489e-05
6.59          	7.248137e-05
6.6           	7.247789e-05
6.61          	7.247442e-05
6.62          	7.247097e-05
6.63          	7.246756e-05
6.64          	7.246417e-05
6.65          	7.246078e-05
6.66          	7.245744e-05
6.67          	7.245410e-05
6.68          	7.245080e-05
6.69          	7.244752e-05
6.7           	7.244424e-05
6.71          	7.244102e-05
6.72          	7.243779e-05
6.73          	7.243460e-05
6.74          	7.243143e-05
6.75          	7.242827e-05
6.76          	7.242513e-05
6.77          	7.242185e-05
6.78          	7.241907e-05
6.79          	7.241552e-05
6.8           	7.241308e-05
6.81          	7.240976e-05
6.82          	7.240685e-05
6.83          	7.240377e-05
6.84          	7.240081e-05
6.85          	7.239789e-05
6.86          	7.239495e-05
6.87          	7.239211e-05
6.88          	7.238911e-05
6.89          	7.238629e-05
6.9           	7.238343e-05
6.91          	7.238062e-05
6.92          	7.237780e-05
6.93          	7.237500e-05
6.94          	7.237224e-05
6.95          	7.236948e-05
6.96          	7.236675e-05
6.97          	7.236403e-05
6.98          	7.236132e-05
6.99          	7.235867e-05
7             	7.235599e-05
7.01          	7.235335e-05
7.02          	7.235072e-05
7.03          	7.234812e-05
7.04          	7.234553e-05
7.05          	7.234296e-05
7.06          	7.234039e-05
7.07          	7.233787e-05
7.08          	7.233535e-05
7.09          	7.233284e-05
7.1           	7.233036e-05
7.11          	7.232789e-05
7.12          	7.232544e-05
7.13          	7.232300e-05
7.14          	7.232059e-05
7.15          	7.231818e-05
7.16          	7.231580e-05
7.17          	7.231343e-05
7.18          	7.231109e-05
7.19          	7.230874e-05
7.2           	7.230641e-05
7.21          	7.230409e-05
7.22          	7.230186e-05
7.23          	7.229955e-05
7.24          	7.229731e-05
7.25          	7.229504e-05
7.26          	7.229284e-05
7.27          	7.229062e-05
7.28          	7.228842e-05
7.29          	7.228625e-05
7.3           	7.228409e-05
7.31          	7.228193e-05
7.32          	7.227974e-05
7.33          	7.227772e-05
7.34          	7.227556e-05
7.35          	7.227349e-05
7.36          	7.227140e-05
7.37          	7.226934e-05
7.38          	7.226730e-05
7.39          	7.226526e-05
7.4           	7.226323e-05
7.41          	7.226124e-05
7.42          	7.225924e-05
7.43          	7.225727e-05
7.44          	7.225530e-05
7.45          	7.225335e-05
7.46          	7.225140e-05
7.47          	7.224949e-05
7.48          	7.224758e-05
7.49          	7.224568e-05
7.5           	7.224377e-05
7.51          	7.224193e-05
7.52          	7.224007e-05
7.53          	7.223823e-05
7.54          	7.223640e-05
7.55          	7.223457e-05
7.56          	7.223275e-05
7.57          	7.223099e-05
7.58          	7.222919e-05
7.59          	7.222743e-05
7.6           	7.222567e-05
7.61          	7.222393e-05
7.62          	7.222220e-05
7.63          	7.222046e-05
7.64          	7.221878e-05
7.65          	7.221709e-05
7.66          	7.221538e-05
7.67          	7.221373e-05
7.68          	7.221207e-05
7.69          	7.221041e-05
7.7           	7.220879e-05
7.71          	7.220716e-05
7.72          	7.220555e-05
7.73          	7.220395e-05
7.74          	7.220234e-05
7.75          	7.220072e-05
7.76          	7.219925e-05
7.77          	7.219765e-05
7.78          	7.219609e-05
7.79          	7.219458e-05
7.8           	7.219306e-05
7.81          	7.219153e-05
7.82          	7.219001e-05
7.83          	7.218856e-05
7.84          	7.218705e-05
7.85          	7.218560e-05
7.86          	7.218413e-05
7.87          	7.218268e-05
7.88          	7.218124e-05
7.89          	7.217982e-05
7.9           	7.217834e-05
7.91          	7.217700e-05
7.92          	7.217559e-05
7.93          	7.217421e-05
7.94          	7.217277e-05
7.95          	7.217146e-05
7.96          	7.217011e-05
7.97          	7.216876e-05
7.98          	7.216740e-05
7.99          	7.216609e-05
8             	7.216475e-05
8.01          	7.216348e-05
8.02          	7.216215e-05
8.03          	7.216086e-05
8.04          	7.215959e-05
8.05          	7.215830e-05
8.06          	7.215703e-05
8.07          	7.215579e-05
8.08          	7.215458e-05
8.09          	7.215330e-05
8.1           	7.215210e-05
8.11          	7.215087e-05
8.12          	7.214966e-05
8.13          	7.214847e-05
8.14          	7.214726e-05
8.15          	7.214610e-05
8.16          	7.214491e-05
8.17          	7.214361e-05
8.18          	7.214272e-05
8.19          	7.214143e-05
8.2           	7.214034e-05
8.21          	7.213917e-05
8.22          	7.213805e-05
8.23          	7.213692e-05
8.24          	7.213585e-05
8.25          	7.213473e-05
8.26          	7.213365e-05
8.27          	7.213256e-05
8.28          	7.213148e-05
8.29          	7.213040e-05
8.3           	7.212937e-05
8.31          	7.212831e-05
8.32          	7.212726e-05
8.33          	7.212624e-05
8.34          	7.212521e-05
8.35          	7.212418e-05
8.36          	7.212317e-05
8.37          	7.212217e-05
8.38          	7.212117e-05
8.39          	7.212017e-05
8.4           	7.211921e-05
8.41          	7.211823e-05
8.42          	7.211724e-05
8.43          	7.211628e-05
8.44          	7.211534e-05
8.45          	7.211440e-05
8.46          	7.211345e-05
8.47          	7.211254e-05
8.48          	7.211158e-05
8.49          	7.211068e-05
8.5           	7.210977e-05
8.51          	7.210887e-05
8.52          	7.210797e-05
8.53          	7.210707e-05
8.54          	7.210619e-05
8.55          	7.210531e-05
8.56          	7.210445e-05
8.57          	7.210360e-05
8.58          	7.210272e-05
8.59          	7.210187e-05
8.6           	7.210103e-05
8.61          	7.210020e-05
8.62          	7.209937e-05
8.63          	7.209853e-05
8.64          	7.209772e-05
8.65          	7.209690e-05
8.66          	7.209611e-05
8.67          	7.209530e-05
8.68          	7.209451e-05
8.69          	7.209370e-05
8.7           	7.209288e-05
8.71          	7.209215e-05
8.72          	7.209139e-05
8.73          	7.209061e-05
8.74          	7.208937e-05
8.75          	7.208947e-05
8.76          	7.208834e-05
8.77          	7.208748e-05
8.78          	7.208699e-05
8.79          	7.208600e-05
8.8           	7.208536e-05
8.81          	7.208469e-05
8.82          	7.208392e-05
8.83          	7.208313e-05
8.84          	7.207342e-05
8.85          	7.207269e-05
8.86          	7.207207e-05
8.87          	7.207148e-05
8.88          	7.207091e-05
8.89          	7.207034e-05
8.9           	7.206976e-05
8.91          	7.206921e-05
8.92          	7.206866e-05
8.93          	7.206811e-05
8.94          	7.206756e-05
8.95          	7.206703e-05
8.96          	7.206650e-05
8.97          	7.206597e-05
8.98          	7.206542e-05
8.99          	7.206492e-05
9             	7.206441e-05
9.01          	7.206388e-05
9.02          	7.206336e-05
9.03          	7.206288e-05
9.04          	7.206236e-05
9.05          	7.206186e-05
9.06          	7.206137e-05
9.07          	7.206088e-05
9.08          	7.206039e-05
9.09          	7.205990e-05
9.1           	7.205941e-05
9.11          	7.205892e-05
9.12          	7.205848e-05
9.13          	7.205798e-05
9.14          	7.205752e-05
9.15          	7.205706e-05
9.16          	7.205658e-05
9.17          	7.205614e-05
9.18          	7.205567e-05
9.19          	7.205522e-05
9.2           	7.205479e-05
9.21          	7.205427e-05
9.22          	7.205395e-05
9.23          	7.205344e-05
9.24          	7.205302e-05
9.25          	7.205262e-05
9.26          	7.205178e-05
9.27          	7.205204e-05
9.28          	7.205122e-05
9.29          	7.205090e-05
9.3           	7.205068e-05
9.31          	7.204995e-05
9.32          	7.204964e-05
9.33          	7.204924e-05
9.34          	7.204881e-05
9.35          	7.204841e-05
9.36          	7.204799e-05
9.37          	7.204760e-05
9.38          	7.204719e-05
9.39          	7.204677e-05
9.4           	7.204643e-05
9.41          	7.204597e-05
9.42          	7.204560e-05
9.43          	7.204547e-05
9.44          	7.204478e-05
9.45          	7.204471e-05
9.46          	7.204413e-05
9.47          	7.204378e-05
9.48          	7.204326e-05
9.49          	7.204337e-05
9.5           	7.204235e-05
9.51          	7.204264e-05
9.52          	7.204171e-05
9.53          	7.204180e-05
9.54          	7.204116e-05
9.55          	7.204138e-05
9.56          	7.204072e-05
9.57          	7.204036e-05
9.58          	7.204002e-05
9.59          	7.203968e-05
9.6           	7.203939e-05
9.61          	7.203904e-05
9.62          	7.203872e-05
9.63          	7.203841e-05
9.64          	7.203803e-05
9.65          	7.203783e-05
9.66          	7.203746e-05
9.67          	7.203714e-05
9.68          	7.203683e-05
9.69          	7.203652e-05
9.7           	7.203624e-05
9.71          	7.203589e-05
9.72          	7.203566e-05
9.73          	7.203534e-05
9.74          	7.203505e-05
9.75          	7.203476e-05
9.76          	7.203445e-05
9.77          	7.203419e-05
9.78          	7.203390e-05
9.79          	7.203361e-05
9.8           	7.203330e-05
9.81          	7.203307e-05
9.82          	7.203280e-05
9.83          	7.203252e-05
9.84          	7.203224e-05
9.85          	7.203199e-05
9.86          	7.203173e-05
9.87          	7.203144e-05
9.88          	7.203121e-05
9.89          	7.203093e-05
9.9           	7.203067e-05
9.91          	7.203045e-05
9.92          	7.203018e-05
9.93          	7.202994e-05
9.94          	7.202970e-05
9.95          	7.202944e-05
9.96          	7.202919e-05
9.97          	7.202898e-05
9.98          	7.202872e-05
9.99          	7.202850e-05
10            	7.202826e-05
10.01         	7.202802e-05
10.02         	7.202779e-05
10.03         	7.202758e-05
10.04         	7.202734e-05
10.05         	7.202712e-05
10.06         	7.202690e-05
10.07         	7.202668e-05
10.08         	7.202647e-05
10.09         	7.202626e-05
10.1          	7.202604e-05
10.11         	7.202582e-05
10.12         	7.202563e-05
10.13         	7.202542e-05
10.14         	7.202521e-05
10.15         	7.202500e-05
10.16         	7.202481e-05
10.17         	7.202461e-05
10.18         	7.202441e-05
10.19         	7.202421e-05
10.2          	7.202401e-05
10.21         	7.202384e-05
10.22         	7.202363e-05
10.23         	7.202343e-05
10.24         	7.202329e-05
10.25         	7.202307e-05
10.26         	7.202290e-05
10.27         	7.202272e-05
10.28         	7.202252e-05
10.29         	7.202238e-05
10.3          	7.202218e-05
10.31         	7.202201e-05
10.32         	7.202185e-05
10.33         	7.202167e-05
10.34         	7.202150e-05
10.35         	7.202134e-05
10.36         	7.202115e-05
10.37         	7.202099e-05
10.38         	7.202087e-05
10.39         	7.202069e-05
10.4          	7.202053e-05
10.41         	7.202035e-05
10.42         	7.202021e-05
10.43         	7.202007e-05
10.44         	7.201991e-05
10.45         	7.201974e-05
10.46         	7.201963e-05
10.47         	7.201948e-05
10.48         	7.201931e-05
10.49         	7.201918e-05
10.5          	7.201900e-05
10.51         	7.201887e-05
10.52         	7.201874e-05
10.53         	7.201862e-05
10.54         	7.201849e-05
10.55         	7.201834e-05
10.56         	7.201820e-05
10.57         	7.201789e-05
10.58         	7.201798e-05
10.59         	7.201786e-05
10.6          	7.201767e-05
10.61         	7.201757e-05
10.62         	7.201738e-05
10.63         	7.201730e-05
10.64         	7.201720e-05
10.65         	7.201707e-05
10.66         	7.201684e-05
10.67         	7.201671e-05
10.68         	7.201625e-05
10.69         	7.201691e-05
10.7          	7.201655e-05
10.71         	7.201633e-05
10.72         	7.201623e-05
10.73         	7.201611e-05
10.74         	7.201605e-05
